year,text
2020,hi user thanks a lot for your response the simulation tracks h i he i and he ii ion fractions individuallyfor metals only the total metal mass fractions are tracked and not individual ionization states for different species
2020,that is strange
2020,ok i think i know why the normalization didnt work i think thats a bug in yt not sure if that relates to the whole problem you find though
2020,indeed curiousi guess normally people define the overdensity by simply taking the mean of the entire simulation so thats why nobody notices one other unlikely thing i can think of is that the densities given by simulations are actually in physical kpch instead of comoving as their specifications say
2020,it could be that i do think this could be a yt issue though i can make a pull request with a potential fix i think it could be the normalization as i dont codesnippet is doing anything right now
2020,in fact i dont think the backend is even switching to gather
2020,do you see a progress bar when you deposit with the description codesnippet
2020,yes it showscodeblock
2020,ah that means its doing both a scatter and a normalization i think i know why ill make a pr now
2020,alright thanks for looking into it
2020,using this pr hyperlink and the codesnippet should fix the issue i hope
2020,stupid question but how do i install the pr with pip sweat_smile never done this before
2020,my git and pip foo is subpar im afraid i assume user user or user will know though
2020,in looking through codesnippet there is a section that sets up these ionic fields look for the codesnippet loop there should be fields available called codesnippet and codesnippet do these exist when you load your dataset
2020,will be in an out today but will check back
2020,here you go
2020,great thank youit definitely makes a difference for one it runs much faster nowtheres no more status bar instead it displayscodeblockthe resulting image looks better valuewise but now the mean is about a factor 120 too high correct me if im wrong but it looks more like scatter doesnt it there are a lot of completely empty cells and overall the image looks much less smooth
2020,that is strange locally i get codesnippet
2020,it tells me it is doing a codesnippet
2020,also thanks a lot user i learnt something there stuck_out_tongue
2020,youre welcome slightly_smiling_face
2020,i think youve discovered some fishy behaviour user i think this will require a bit of digging
2020,alright i was affraid of thatlet me know if there is anything you need me to contribute
2020,ah so i ended up manually changing the code in my installed version maybe i looked at it the wrong way but in the pr it looks like you changed codesnippet to codesnippet codesnippet to codesnippet and codesnippet to codesnippetif i do keep the false in codesnippet then now things seem to be gather smoothing again as the status bar came back and it took much longer to allocate the kdtreecodeblockand things took much longer againthe result is a density field whos mean is 06 of the critical density and whose values by eye look much better
2020,ill test it on the other sims as well just to make sure
2020,ah yeah i think there is an issue with the frontends so if the frontend inherits from sphfrontend eg if you do a ytload on a gadget dataset then it should codesnippet but if you do what you do and make a yt dataset that doesnt know it holds sph data then it should not have an codesnippet i need to fix this and make it consistent across all datasetsi also suspected the result without normalisation would be better i think that it is something we need to look at in yt i think the normalization is redundant given how we deposit so we end up over normalizing
2020,thanks a lot for digging into this your feedback has been really useful in diagnosing what is going wrong internally
2020,thank you for helping figure it out slightly_smiling_face i have been scratching my head over this problem for two weeks so glad to see it working
2020,feel free to open an issue on the yt github about getting strange results with the normalizationtrue or i can do it if you prefer slightly_smiling_face
2020,while running hyperlink
2020,for the isolatedgalaxy dataset
2020,galaxy0030
2020,i am getting a runtime error in scshow
2020,could somebody help
2020,volume renderring tutorialcodesnippetimport yt import numpy as npfrom ytvisualizationvolume_renderingtransfer_function_helper import transferfunctionhelperfrom ytvisualizationvolume_renderingapi import scene volumesourcecodesnippetcodesnippetdsgalaxy0030codesnippet1codesnippetsc ytcreate_scenedsyt info 20200423 234538473 setting default field to gas densitycodesnippetcodesnippetprintscltscene objectgtsources source_00 ltvolume sourcegtytregion galaxy0030 center1543e24 1543e24 1543e24 cm left_edge0 0 0 cm right_edge3086e24 3086e24 3086e24 cm transfer_functionnonecamera ltcamera objectgtposition1 1 1 code_lengthfocus05 05 05 code_lengthnorth_vector 081649658 040824829 040824829width15 15 15 code_lengthlightnoneresolution512 512lens ltlens objectgtlens_typeplaneparallelviewpoint86602533679714 86602533679714 86602533679714 code_lengthcodesnippetprintscget_sourceltvolume sourcegtytregion galaxy0030 center1543e24 1543e24 1543e24 cm left_edge0 0 0 cm right_edge3086e24 3086e24 3086e24 cm transfer_functionnone
2020,codesnippetscshowyt info 20200423 234005922 rendering scene can take a whileyt info 20200423 234005924 creating volumeyt info 20200423 234031386 creating transfer functionyt info 20200423 234031387 calculating data bounds this may take a while set the transferfunctionhelperbounds to avoid thisruntimeerror traceback most recent call lastesoftwaresanacondalibsitepackagesipythoncoreformatterspy in __call__self obj 343 method get_real_methodobj selfprint_method 344 if method is not nonegt 345 return method 346 return none 347 elseesoftwaresanacondalibsitepackagesytvisualizationvolume_renderingscenepy in _repr_png_self 926 png self_last_renderwrite_pngfilenamenone 927 sigma_clipself_sigma_clipgt 928 backgroundblack 929 self_sigma_clip none 930 return pngesoftwaresanacondalibsitepackagesytdata_objectsimage_arraypy in write_pngself filename sigma_clip background rescale clip_ratio 287 288 if rescalegt 289 scaled selfrescaleinlinefalse 290 else 291 scaled selfesoftwaresanacondalibsitepackagesytdata_objectsimage_arraypy in rescaleself cmax amax inline 240 npmultiplyself 3 10amax out 3 241 gt 242 npclipout 00 10 out 243 return out 244 lt__array_function__ internalsgt in clipargs kwargsesoftwaresanacondalibsitepackagesnumpycorefromnumericpy in clipa a_min a_max out kwargs 2082 2083 gt 2084 return _wrapfunca clip a_min a_max outout kwargs 2085 2086 esoftwaresanacondalibsitepackagesnumpycorefromnumericpy in _wrapfuncobj method args kwds 59 60 trygt 61 return boundargs kwds 62 except typeerror 63 a typeerror occurs if the object does have such a method in itsesoftwaresanacondalibsitepackagesnumpycore_methodspy in _clipa min max out casting kwargs 130 else 131 return _clip_dep_invoke_with_castinggt 132 umclip a min max outout castingcasting kwargs 133 134 def _meana axisnone dtypenone outnone keepdimsfalseesoftwaresanacondalibsitepackagesnumpycore_methodspy in _clip_dep_invoke_with_castingufunc out casting args kwargs 83 try to deal with broken casting rules 84 trygt 85 return ufuncargs outout kwargs 86 except _exceptions_ufuncoutputcastingerror as e 87 numpy 1170 20190224esoftwaresanacondalibsitepackagesytunitsyt_arraypy in __array_ufunc__self ufunc method inputs kwargs 1399 raise runtimeerror 1400 support for the s ufunc with i inputs has not beengt 1401 added to ytarray strufunc leninputs 1402 if unit is none 1403 out_arr nparrayout_arr copyfalseruntimeerror support for the ltufunc clipgt ufunc with 3 inputs has not beenadded to ytarrayltscene objectgtsources source_00 ltvolume sourcegtytregion data0029 center196740872e26 196740872e26 196740872e26 cm left_edge0 0 0 cm right_edge393481744e26 393481744e26 393481744e26 cm transfer_functionnonecamera ltcamera objectgtposition1 1 1 code_lengthfocus05 05 05 code_lengthnorth_vector 081649658 040824829 040824829width15 15 15 code_lengthlightnoneresolution512 512lens ltlens objectgtlens_typeplaneparallelviewpoint86602533679714 86602533679714 86602533679714 code_lengthcodesnippet
2020,this is the error i am gettingbut in the volume rendering tutorial in documentation no such error was spotted with same code and same input data
2020,excuse me anybody knows how i can change the marker size in particleplot eg i would like to make a particle plot with a single particle the default maker size is too small to be seen
2020,hello i think you can try codesnippet but this might not be the best way
2020,ill see what i can do but i found another issue when testing it on eagle and illustrisin their case the smoothing length is given so i didnt estimate it by hand like i did for tng however it turns out that the density comes out much too low again for those two simulations note that for eagle i increased the number of nearest neighbors to 58 which is the number they mention in the simulation paperhowever when i determine the smoothing length from the density and mass like i did for tng the gridded density comes out fine againso i had a look at the values of the smoothing lengths when using the density and mass i get maximum smoothing lengths of 270 kpch but the values from eagle and illustris themselves can be as large as 3 mpchany idea why things could go so wrong with the smoothing lengths provided by the simulations themselves
2018,hi user im not sure if this answers your question but if the node youre looking for is codesnippet ie the first ancestor 2nd node of the first tree then its mass would be codesnippet or as well you could docodesnippetnode a0tree1nodemasscodesnippet
2018,im around all day if you want to talk this out
2018,hey user thanks for chiming in this isnt really what im looking forbut now that im thinking more about it i think i might be able to make it work will think about this a bit morein the meantime though what im really looking for is a way to go from the codesnippet interface to the root field interface in other words how do i get the location of the properties of codesnippet in your example above in aposition_x for example
2018,im still not quite sure what you mean by going from the node interface to the root field interface
2018,it may be possible for me to make the treenodebased interface work thoughwhat im trying to avoid is having to work on the halobyhalo level and instead copy over propertiesset indices treebytree wherever possible our existing codebase works with a structure where each halo is an entry in a set of arraylikes and there are index properties that allow you to move im looking to set those indices basically
2018,umm let me try to give a clearer example
2018,you want the field values for all nodes in a single tree expressed as an array is that right
2018,no more the other way around i want the indices of the field values for all the nodes in a single tree
2018,oh ok i think i got it one sec
2018,codesnippetnode a1ancestor nodeancestors0printancestortreenode343ancestorprintaposition_x343printancestorposition_x0675810317993164 unitary06937116980552673 unitarycodesnippet
2018,so here i have an ancestor which is treenode343 that 343 is the same as the codesnippet of the node ive found but its not an index and unfortunately it doesnt match with the codesnippet i get if i do codesnippet
2018,right codesnippet will just be the uids of the roots
2018,each node has a codesnippet attribute
2018,as illustrated herecodesnippetprintancestoruidprintancestoruid in auidprintancestoruid in auidastypeint343falsefalsecodesnippet
2018,so for examplecodesnippettid nparrayttreeid for t in a0treecodesnippet
2018,but as far as i can tell that is only valid _within_ the tree
2018,codesnippetnode a1ancestor nodeancestors0printancestortreeidnode a2ancestor nodeancestors0printancestortreeid11codesnippet
2018,right thats local to the tree
2018,so i still cant use that to directly reference codesnippet
2018,yeah is there a nonlocal version of that
2018,right no unfortunately codesnippet will only ever give you the field values for the roots
2018,wait im not sure i understand thatif i do codesnippet i get a lot more than z 0
2018,yeah those are trees that had no further descendents past that redshift
2018,oooooh
2018,ok
2018,you see that frequently with rockstar
2018,hmm
2018,presumably trees that would get tied in with others that do go to z 0 via phantoms if consistent trees were run
2018,ok so i was misunderstanding what codesnippet was giving me
2018,if you run your rockstar catalogs through consistenttrees all of your trees go down to the final redshift i dont totally understand what happens to the rest of them
2018,ah i see
2018,yes im running into some issues with consistent trees unfortunately so im trying to work with the raw rockstar trees
2018,ok sounds like i may need to rethink how i was tackling this problem i may hit you up for more help later if thats ok but this did give me a couple ideas
2018,sure not a problem
2018,how do i get more pixels in a particleprojectionplot i set codesnippet but then yt still prints codesnippet so i think i set the wrong thing
2018,user i think theres a codesnippet argument
2018,window_size is the figure size in inches
2018,if you want to increase the resolution you can do codesnippet or whatever resolution you want
2018,ohhhhh thanks
2018,that sets the resolution of the image generated by the frb
2018,for the resolution of the image saved by codesnippet that depends on the figure size in inches and the dpi
2018,hm im dumping them into a pdf so i hope the matplotlib backend is just embedding the frb
2018,well see
2018,so if you do codesnippet codesnippet will be the resolution you specify in codesnippet
2018,but then when you save the plot you might also need to do codesnippet or some other high dpi to actually get a high resolution image saved to disk
2018,hope that was clear its a confusing subtlety that working with matplotlib introduces
2018,im trying what youre saying and things are happening
2018,i get two prints about splatting now though which is odd
2018,i can imagine why that is just didnt really expect it
2018,id need to see your script but the way the plot system works is that we try to delay pixelizing until you actually need it
2018,its possible theres a logic error there and were doing it twice unnecessarily in this case
2018,if you look inside yts plotting code thats what the codesnippet and codesnippet decorators are doing
2018,hyperlink
2018,gotta run to a meeting now
2018,thanks again for all your help
2018,would anyone be able to explain to me why if i am making a volume render doing codesnippetsc ytcreate_sceneds lens_typeperspective fielddensity sc_listappendsc source sc0codesnippetthen doing codesnippetsourcetfhset_fielddensity sourcetfhset_bounds016e312e3 sourcetfhset_logfalse sourcetfhbuild_transfer_function sourcetfhsetup_defaultcodesnippetgives me a visual but setting codesnippet leaves the resulting image of codesnippet blank
2018,user sadly the limits are confusing with this change the limits to be the logged vals
2018,so change codesnippet to their log values
2018,yup
2018,hi ytites i have a quick question
2018,is this documentation still correct regarding generic loading generic arrays hyperlink
2018,nowhere in there do you set units
2018,that example should probably be updated
2018,hyperlink is more uptodate
2018,oh awesome thank you
2018,if you file an issue about that someone will fix it before the next release although wed appreciate a pr that updates it of course slightly_smiling_face
2018,of course
2018,the reason im asking is that i have a couple of colleagues here who are dealing with plant biology data and want to do analysis of it
2018,its cat scans of plants basically represented as stacks of 2d images
2018,and so they have been rolling their own tools
2018,but feel there might be something better out there
2018,smile
2018,cool i hope yt is useful for them
2018,i think sam skillman did something similar with an animated gif of a succession of ct scan crosssections
2018,we spent the day in my data viz class talking about volume rendering isosurfaces etc and the astro grad students were pushing yt as a solution to many problems so the grad student doing the cat scan stuff came up afterward and was asking questions
2018,i seem to recall that as well
2018,anyway this is superuseful i will try to get them up and running thanks
2018,cool slightly_smiling_face
2018,yeah thats how id do that
2018,user i did it with some dicom images i got as well and it worked alrighty
2018,iirc sam even did it by stacking the animated gif of disapproving sam
2018,if i have a particlebased dataset eg fire and i want to get the angular momentum vector of a data object but only include the gas particles is there a way to do this easily i know that the derived quantity for calculating codesnippet has flags for codesnippet ie grid data and codesnippet presumably for dm particles but this does not allow for subspecifying the gas particles in an allparticle frontend like gizmo
2018,now that we can do codesnippet with the demeshening im trying to figure out which direction to project along slightly_smiling_face
2018,no i dont think so right now
2018,it wouldnt be crazy to add a codesnippet keyword to the codesnippet derived quantity
2018,or to the other derived quantities that touch particle fields
2018,i guess in the demeshening if you only use gas youll use the gas particle fields
2018,so maybe that will work
2018,hmmoh you mean where codesnippet would be something like codesnippet to specify the ftype to only use gas
2018,because when im determining the angular momentum of the galaxy the net disk rotation of the gas particles gets overwhelmed by the dm angular momentum which is not aligned
2018,right
2018,setting the codesnippet and codesnippet didnt seem to align either confused
2018,so i havent tried to do what youre trying to do before
2018,im doing other things right now but im happy to look closer at this
2018,i dont think it would be very hard to add a codesnippet keyword
2018,no worries i figured id just bounce ideas around
2018,ok ill poke around at that
2018,and thats something that would be useful for other reasons eg to get the angular momentum of star particles
2018,wait
2018,yes i think now that more particlebased frontend users will be using yt this will be more useful
2018,are you sure you cant do this manually
2018,i can do it manually in that i can read in the file in hdf5 and calculate it without yt
2018,no
2018,i mean by accessing fields by particles
2018,angular momentum vector is a pretty simple process right
2018,yeah its simple
2018,sure that would work too
2018,i could do that i just wanted to see if there was something in the code
2018,sure sure im not trying to wellactually you
2018,ill see if i can add this particle_ftype kwarg
2018,would you be opposed to adding a codesnippet keyword to a few of the derived quantities
2018,user no i wouldnt
2018,i was just trying to figure out if there was a rightnow way of doing it for user
2018,slightly_smiling_face
2018,ill see if i can add this now
2018,thanks team
2018,for the additional check in the derived quantity do you prefer the kwarg to be codesnippet and then give it the codesnippet
2018,of the particles
2018,yeah i think thats the easiest way to phrase it and let it default to all for backward compatibility
2018,ok
2018,sounds like a plan
2018,also a basic git question if im pulling updates from the main repo and i want to get both updates to codesnippet as well as codesnippet how do i do that normally i just docodesnippetgit pull upstream mastercodesnippetbut i realize this wont pull updates to codesnippet but it seems like maybe a bad idea to do codesnippetgit pull upstream yt40codesnippet
2018,just make sure you have that branch checked out before pulling
2018,so codesnippet then codesnippet
2018,and codesnippet then codesnippet
2018,also this is why its a bad idea to commit directly to master or yt40
2018,because if you did that then this would generate a merge commit
2018,ok perfect
2018,thanks user
2018,user maybe you try giving a look at hyperlink and hyperlink
2018,those are two smale python packages to help you build plots with a scalebarcolorbar
2018,thanks user ill check those out i think i got something working using users suggestion but anything that makes colorbar customization easier will be beneficial
2018,does anyone have an idea of how you could link to quadpack from cython
2018,i know its been done for scipy but then everything is wrapped in a python function and the integrations become super slow
2018,is this something thats exposed via scipys lowlevelcallable
2018,ive never used that before
2018,otherwise youd need to make your own bindings for it i think
2018,unless scipy exposes their bindings and distributes them
2018,user i think i remember there being a way to supply callable c function handles somehow to scipy for calling its odes
2018,ah yes
2018,hyperlink
2018,the function can be a lowlevelcallable
2018,hyperlink
2018,hyperlink
2018,oh thats great now i have to figure out how to create a lowlevelcallable
2018,user regarding the issue with ghost zones the issue is actually more about computing facecentered data right
2018,ive got an almostworking version to get neighboring cells for octreebased data ex ramses then if you have the neighboring cell you can get the facecentered values with a simple linear interpolation
2018,user has joined the channel
2018,user if i remember right the clumps dont use face center values but the do need the kdtree iteration to get to neighbors that may mean ghost zones depending on how its implemented
2018,user in any case wed need an efficient way of accessing the neighboring cells
2018,absolutely
2018,so far im querying the index of the upto4 neighboring cells in a given direction which takes codesnippet time
2018,that sounds pretty darn awesome slightly_smiling_face
2018,for the volume renderer its facecentered data it also uses the kdtree to iterate over grids but we can do the same thing with the octree
2018,and for isocontours its just generating facecentered data i think
2018,and of course if we have ghost zones then fields like voriticity can be computed slightly_smiling_face
2018,would you know how to implement ghost zones if i write a function that returns the index of neighboring cells
2018,sure if the index corresponds to data at the same amr level just return that data by reading it
2018,if its at a lower level then sample the lower level data there are various methods we can use for the interpolation
2018,is lower coarser or finer for you
2018,coarser
2018,does ramses store the field data for nonleaf octs
2018,good question i dont know
2018,for finer data its harder you would need to do cascading interpolation on the other fine data that also is contained in the ghost oct youre generating data for
2018,presumably you can get that by walking the octree
2018,its made easier because there cant be more than one level difference between neighbors
2018,im not expert here on the interpolation algorithms you can use im also not sure what precise interpolation for coarsetofine and finetocoarse yt uses for amr data
2018,sure but if you go out to 4 neighbors like youre saying slightly_smiling_face
2018,but i guess you can just go out zone by zone
2018,so its always lt1 level difference
2018,i think the terms used for this in the amr literature is prolongation and restriction
2018,ah yeah sorry prolongation coarsetofine is interpolation
2018,you can use trilinear interpolation for this we can see if something fancier is necessary
2018,for restriction finetocoarse its a weighted averaging operation
2018,presumably for an octree its natural to do it recursively by averaging data in leaf octs onto nonleaf octs
2018,how can you access the underlying octree container from a ytregion object
2018,lets move this discussion to cbe6579czdevelopment
2018,lots of people in this channel that dont care about this
2018,user isocontours does use vertex centered but i believe that clump finding only uses ghost zones
2018,is that not what i said
2018,sorry
2018,can never keep stuff straight without doublechecking
2018,is there a way to format a ytquantity and still get the units right now im doing something like codesnippet
2018,formatting as a string should get it all in one go
2018,user i think there was a pull request recently about this
2018,hyperlink
2018,not sure this helps
2018,if i format it as a string i get a silly number of sig figs checking the pr
2018,hm that looks like exactly what i want and dont seem to have
2018,do i not have it because im on the 40 branch
2018,ah yeah
2018,i need to merge with master dont i
2018,you can just separately format the units though
2018,yeah thats what im doing at the moment
2018,just a little papercut not serious
2018,papercuts hurt
2018,hyperlink
2018,i have some surface brightness images that id like to plot alongside a projectionplot with the same styling any ideas on where to start
2018,hmm thats not really something we support
2018,how complex are these plots
2018,are there lots of annotations
2018,i think id do just fine with a pointer to where the code for the colorbar positioning and fontlabel config is
2018,you can get something resonably like a plotwindow plot with eg thiscodesnippetimport matplotlibimport matplotlibpyplot as pltpltimshowimage_data normmatplotlibcolorslognorm originlower cmapviridis extent75 75 75 75cb pltcolorbarcbset_labelrprojected density rmgrmcm2pltxlabelx kpcpltylabely kpcpltsavefigplotpng bbox_inchestightcodesnippet
2018,where codesnippet can come from yt via a codesnippet object
2018,as far as the code goes let me take a look
2018,interesting didnt know about the codesnippet argument to imshow
2018,so most of the action of setting up a plot is in this function
2018,hyperlink
2018,it calls into other code though so its not quite a 11 thing of just that one file
2018,you can think of plot window plot objects as containers for multiple plots one plot for each field requested by the user
2018,the plots for each field are contained in the codesnippet dictionary
2018,eg codesnippet
2018,where codesnippet is the thing you get back from codesnippet
2018,the plot object itself will be an instance of codesnippet which is a wrapper around a matplotlib figure
2018,codesnippet is a subclass of codesnippet which is defined here
2018,hyperlink
2018,theres a lot of interaction with matplotlib there as well as in codesnippet
2018,theres also codesnippet which doesnt have a colorbar and represents line plots thats used by codesnippet
2018,apologies if thats information overload slightly_smiling_face
2018,i think i will need much of what you just said and itll stick around for a while slightly_smiling_face
2018,yeah the plotting code kinda grew organically
2018,theres aspects of this problem that its hard to make pretty and neat
2018,but also i was still learning python when i wrote a lot of this code
2018,i was also just fiddling with the plot methods i have been trying to hide the axes for plots made with codesnippet heres my attemptcodesnippet prj ytoffaxisprojectionplotds ds center 000 normal los_vec fields selected_field width 4 kpc north_vectorup_vec weight_fielddensity prjset_xlabelkpc if iplot 1 print 40 prjset_ylabel helpprj prjset_yticks doesnt work prjhide_axes else prjset_ylabel kpccodesnippetbut it still shows the axes labels and the axes ticklabels anyway to hide this i looked into base_plot_typespy plot_windowpy off_axis_projectionpy but couldnt find anything
2018,hmm doesnt codesnippet have a codesnippet method
2018,yes i tried that but it doesnt seem to work
2018,works for me over here
2018,hyperlink
2018,codesnippetin 1 plot ytoffaxisprojectionplotds 111 gas densityin 2 plothide_axesout2 ltytvisualizationplot_windowoffaxisprojectionplot at 0x115242080gtin 3 plotsaveout3 galaxy0030_offaxisprojection_densitypngcodesnippet
2018,hmm doesnt work for me i wonder if it has to do with the other annotate functions that i call later in the code i will try moving part of my script
2018,ok cool if you can make an example i can run to reproduce the issue i might be able to help
2018,on stackoverflow they call this an mcve
2018,hyperlink
2018,oh okcodesnippet prj ytoffaxisprojectionplotds ds center 000 normal los_vec fields selected_field width 4 kpc north_vectorup_vec weight_fielddensity prjhide_axescodesnippetitself works didnt work probably because i accidentally also call codesnippet after
2018,ah i see
2018,to change the fontsize of the label what is the keyword arg i tried fontsize and size but it says typeerror set_ylabel got an unexpected keyword argument sizecodesnippet
2018,codesnippetprjset_font_size15codesnippet
2018,you might want to also look at the documentation for the yt plotting objects
2018,eg
2018,hyperlink
2018,you can also look at the docstrings inside ipython with the codesnippet operator
2018,eg
2018,codesnippetin 12 plotset_ylabelsignature plotset_ylabellabeldocstringallow the user to modify the yaxis titledefaults to the global valueparameterslabel str the new string for the yaxisgtgtgt plotset_ylabeltemperature kfile documentsytgitfixesytvisualizationplot_containerpytype methodcodesnippet
2018,theres also eg codesnippet for more customization
2018,hyperlink
2018,oh ok thanks
2018,user i found a way to make what i want happen but its dirtycodesnippet for axis in x y z plot ytprojectionplot density_plot plotplotsgas density pdfsavefigfiguredensity_plotfigure for i image in enumerateall_images density_plot_init_imagedataytytarrayimage m cbnormlog10 cblinthreshnone cmapinferno extent0 500 0 500 aspectnone pdfsavefigfiguredensity_plotfigurecodesnippet
2018,i hijacked one of the plots from a projectionplot and reinit the image to plot each of mine
2018,it should be possible to expose that in a nicer way
2018,if you want to take the time to put in a pr
2018,i understand if you dont
2018,could also just open an issue with that snippet
2018,ill open an issue for now and think on this tonight
2018,cool
2018,happy to help out
2018,teach someone to fish instead of giving them a fish etc etc slightly_smiling_face
2018,slightly_smiling_face
2018,so do i just ignore all the issue default text because im not reporting a bug
2018,oh yes thats just there as a guideline
2018,you can feel free to delete it
2018,im unsure how much credit youre due or want for that hack slightly_smiling_face
2018,where is the code that sets the colorbar label
2018,ive found some snippets but nothing thats helpful
2018,theres this which as far as i can tell is just validating the labelhyperlink
2018,and im sure this is important but i cant figure out where codesnippet is sethyperlink
2020,hello everyone i am new to yt and fairly new to python so i apologize if this is a fairly simple question but ive been unable to answer it by browsing the documentation i am using yt to read data produced by athena and im able to make some nice looking projection plots fairly easily my issue comes when trying to make more simple 2d line plots like you would typically make with say matplotlib i think my issue comes from not knowing how to access the data once yt has read it and stored it in fields is there a way to call the data from the fields and use pyplot to plot it ive tried using the lineplot function in yt but this isnt quite the plot i want to maketo be more specific im trying to make a plot of the average particle density as a function of x so i need to find the average value of particle density for all z cells all y cells and the 1st x cell and then repeat the process at each of the x cell locations hopefully this makes some sense id be happy to clarify further if it doesnt thanks for your help in advance
2020,user it sounds like you desire a codesnippet hyperlink if you want the average density as a function of x then your binning field would be codesnippet where you are profiling codesnippet a codesnippet operates on a data object therefore you can define a yt object relevant to your problem eg a box sphere or disk alternatively the codesnippet can use the entire data set by defining the object codesnippet
2020,user i did look into these but i was a bit confused of how to define the box i want profiled the code ran in a grid of 64 cells in the x y and z directions and in code units the sides go from 01 to 01
2020,try something along the lines ofcodesnippetimport yt import athdf fileds ytloadmy_athena_fileathdf create data object for profiledd dsall_data create profilemy_profile ytcreate_profiledd x density n_bins64 weight_fieldcell_volume logsxfalse create the profile plotplot ytprofileplotfrom_profilesmy_profile show the plotplotshowcodesnippet
2020,this will profile over the entire simulation domain
2020,ok i will try this thank you so much for your help
2020,if you want to restrict the analysis to some subsection of the domain then instead of codesnippet consult object creation wiki page hyperlink
2020,hope this helps smile
2020,user has joined the channel
2020,codesnippetcodesnippetcodesnippetcodesnippetcodesnippetcodesnippetcodesnippetcodesnippetimport codeimport ytfrom yt import ytarray arrays in yt modulefrom ytvisualizationapi import streamlines force linesimport matplotlibpylab as pl choose point in fieldx_point 0007089085922957821y_point 0038439192046320805z_point 0 load data dictionarytry import cpickle as pickleexcept importerror python 3x import picklewith opendatap rb as fp data pickleloadfpbx_d databxby_d databybz_d databz 3d array of dipole magnetic field printtypedatabbox nparray015 015 0 02 01 01 box borderds ytload_uniform_griddata bx_dshape length_unitmpc bboxbbox nprocs100 data dimensionc ytarrayx_point y_point z_point m define c the center of the box chosen pointc1 dsdomain_centerprintc1 c1printtypec1printcentercn 1 n the number of streamlinesscale dsdomain_width0 scale the spatial scale of the streamlines relative to the boxsizepos c create streamlines of the 3d vector velocity and integrate them through the box defined abovestreamlines streamlinesds pos bx by bz lengthnone length of integrationstreamlinesintegrate_through_volume create a 3d plot trace the streamlines through the 3d volume of the plotfigplfigureax axes3dfigaxscatterx_point y_point z_point marker o s40 cgreenprinttisk streamlinesstreamlinesfor stream in streamlinesstreamlines stream streamnpallstream 00 axis1 axplot3dstream0 stream1 stream2 alpha01 save the plot to diskplsavefigstreamlinespngpltshow
2020,hi could you help me with this code please i am trying to integrate force line in the given point i dont know where is mistake there is no streamline in the plot i tried this example hyperlink with the change of data and the change of number of streamlines thank you very much
2020,data dipole magnetic field
2020,hey is there a yt field call codesnippet or something like that im only able to find codesnippet but would love to see if i can get the number density values thanks
2020,yes there should be codesnippet is an enzo field which will be in enzo units
2020,one sec
2020,you can see codesnippet here hyperlink
2020,codesnippet
2020,is what you want
2020,hope this helps
2020,sweet found it thanks
2019,user any chance you could insert a debug and see what codesnippet is
2019,sure i added the line codesnippet right above codesnippetcodesnippetgenerate smoothing length 1430244it 0014 10028269its yt info 20190517 142923674 allocating for 5185e06 particlesinitializing coarse index 0 013 0000lt itsyt debug 20190517 142923684 ltytfrontendstipsydata_structurestipsyfile object at 0x113742bd0gtyt debug 20190517 142923688 spanning 7163e02 9002e03 in xyt debug 20190517 142923692 spanning 5661e02 6474e03 in yyt debug 20190517 142923696 spanning 1528e02 2801e02 in zyt debug 20190517 142923761 ltytfrontendstipsydata_structurestipsyfile object at 0x113742bd0gtyt debug 20190517 142923764 spanning 9839e01 3689e01 in xyt debug 20190517 142923767 spanning 1003e00 4364e01 in yyt debug 20190517 142923770 spanning 4846e01 9265e01 in zyt debug 20190517 142923784 ltytfrontendstipsydata_structurestipsyfile object at 0x113742bd0gtcodesnippet
